source,destination
/docs/mobile-services/ios/ios-ext/ios-ext.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/ios-ext/ios-ext.md
/docs/mobile-services/ios/ios-ext/c-stand-alone-extension-implementation.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/ios-ext/c-stand-alone-extension-implementation.md
/docs/mobile-services/ios/apple-watch-implementation-watchkit.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/apple-watch-implementation-watchkit.md
/docs/mobile-services/ios/sdk-reference-ios/reference.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/reference/reference.md
/docs/mobile-services/ios/sdk-reference-ios/app-ids.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/reference/app-ids.md
/docs/mobile-services/ios/sdk-reference-ios/hybrid-app.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/reference/hybrid-app.md
/docs/mobile-services/ios/sdk-reference-ios/device-versions.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/reference/device-versions.md
/docs/mobile-services/ios/privacy-gdpr-ios/c-mob-privacy-gdpr-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/c-mob-privacy-gdpr-ios/c-mob-privacy-gdpr-ios.md
/docs/mobile-services/ios/privacy-gdpr-ios/c-mob-gdpr-ret-stored-ids-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/c-mob-privacy-gdpr-ios/c-mob-gdpr-ret-stored-ids-ios.md
/docs/mobile-services/ios/privacy-gdpr-ios/privacy.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/c-mob-privacy-gdpr-ios/privacy.md
/docs/mobile-services/ios/phonegap-ios/phonegap.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/phonegap/phonegap.md
/docs/mobile-services/ios/phonegap-ios/phonegap-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/phonegap/phonegap-methods.md
/docs/mobile-services/unity/get-started.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/get-started.md
/docs/mobile-services/unity/project.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/project.md
/docs/mobile-services/unity/library-calls.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/library-calls.md
/docs/mobile-services/unity/lifecycle.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/lifecycle.md
/docs/mobile-services/unity/methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/methods.md
/docs/mobile-services/unity/enumerations.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/unity/enumerations.md
/docs/mobile-services/xamarin/get-started.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/get-started.md
/docs/mobile-services/xamarin/library-calls.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/library-calls.md
/docs/mobile-services/xamarin/lifecycle.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/lifecycle.md
/docs/mobile-services/xamarin/android-xamarin/methods-android.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/c-android/methods-android.md
/docs/mobile-services/xamarin/android-xamarin/c-classes-enums-interfaces.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/c-android/c-classes-enums-interfaces.md
